timestamp,action,reward,done,background,block_loss,blockiness,blur,contrast,cpu_usage,current_bitrate,enc_quality,exposure,latency,max_bitrate,noise,packet_loss,ram_usage,spatial_activity,temporal_activity,throughput
2024-07-15 19:40:58,1,9.52,False,1000,1.19,0.69,4.53,46.46,68.5,14.8,13,123.97,113.95,15.0,0.46,97.5,0.22,32.82,66.43,28.78
2024-07-15 19:41:12,1,17.92,False,15000,2.34,0.88,5.26,48.5,80,12.49,11,125.05,248.6,15.0,0.57,100.0,0.22,48.05,68.81,20.72
2024-07-15 19:41:22,2,24.400000000000002,False,1000,1.6,0.88,3.66,49.16,64,6.67,32,131.82,0.25,7.0,0.41,10.0,0.22,46.8,66.56,24.42
2024-07-15 19:41:32,2,27.04,False,5000,0.48,0.9,2.28,44.37,64.7,6.7,28,126.08,0.27,7.0,0.69,7.5,0.22,49.93,62.47,32.1
2024-07-15 19:41:47,1,5.84,False,1000,10.68,0.86,2.66,52.24,68.5,15.3,15,127.4,217.51,15.0,0.41,100.0,0.22,75.69,80.18,20.47
2024-07-15 19:41:58,2,5.879999999999999,False,5000,9.96,0.79,2.97,48.52,59.3,6.19,12,122.63,0.26,7.0,0.69,15.0,0.22,52.76,68.86,32.53
2024-07-15 19:42:07,2,20.32,False,1000,2.24,0.74,5.23,54.88,63,7.18,16,133.8,0.28,7.0,0.22,7.5,0.22,37.95,79.26,35.9
2024-07-15 19:42:22,1,13.459999999999999,False,1000,5.87,0.76,3.34,45.65,49.1,0.12,0,132.88,328.04,15.0,0.49,100.0,0.22,34.56,64.06,37.23
2024-07-15 19:42:32,2,21.58,False,1000,1.51,0.73,4.02,51.88,75.9,5.77,24,119.57,0.24,7.0,0.39,7.5,0.22,37.27,81.23,27.42
2024-07-15 19:42:45,1,18.82,False,1000,0.79,0.77,7.11,50.13,60,14.76,11,127.67,82.54,15.0,0.17,95.0,0.22,33.53,75.05,26.65
2024-07-15 19:42:55,2,23.46,False,1000,2.17,0.89,3.05,42.64,60,6.47,27,130.43,0.42,7.0,0.5,7.5,0.22,55.43,63.07,31.03
2024-07-15 19:43:11,0,15.879999999999999,False,5000,5.66,0.86,2.85,38.68,58.5,26.51,15,79.68,1008.46,25.0,0.41,100.0,0.22,20.99,64.8,14.34
2024-07-15 19:43:21,2,29.0,False,15000,0.0,0.95,2.2,37.04,61.1,7.8,17,77.98,0.46,7.0,0.48,15.0,0.22,21.94,62.9,16.68
2024-07-15 19:43:30,2,26.78,False,1000,0.11,0.85,4.19,42.48,66,7.84,14,164.4,0.27,7.0,0.43,10.0,0.22,15.56,71.23,38.47
2024-07-15 19:43:45,0,6.32,False,5000,0.29,0.69,2.89,26.95,63,26.38,12,147.12,1024.15,25.0,1.09,100.0,0.22,35.62,40.92,15.66
2024-07-15 19:43:56,2,25.060000000000002,False,5000,0.27,0.78,2.88,49.35,61.1,6.18,20,111.52,0.19,7.0,0.46,15.0,0.22,60.27,75.3,17.98
2024-07-15 19:44:05,2,24.64,False,1000,1.18,0.85,4.99,32.77,89.1,7.13,27,110.37,0.27,7.0,0.4,10.0,0.22,18.95,48.2,35.5
2024-07-15 19:44:20,0,33.96,False,5000,1.02,0.8,7.36,27.27,55.6,7.87,27,121.87,0.25,0.0,0.4,7.5,0.22,15.01,40.67,31.75
2024-07-15 19:44:30,2,16.760000000000005,False,5000,4.72,0.81,5.7,37.55,64.8,7.1,26,140.32,0.26,7.0,0.02,10.0,0.22,17.61,59.43,32.67
2024-07-15 19:44:46,0,16.159999999999997,False,5000,0.22,0.83,3.96,35.49,66.7,25.02,15,131.17,1001.56,25.0,0.0,100.0,0.22,24.59,54.71,13.98
2024-07-15 19:44:56,2,29.939999999999998,False,1000,0.03,1.0,1.1,46.86,87,6.33,23,86.4,0.22,7.0,0.0,15.0,0.22,22.88,80.68,20.23
2024-07-15 19:45:11,0,16.36,False,15000,1.72,0.99,2.1,48.79,96,26.72,14,96.98,995.32,25.0,0.41,100.0,0.22,27.63,81.53,16.77
2024-07-15 19:45:21,2,25.6,False,1000,1.7,0.95,2.25,47.3,50,7.79,21,103.4,0.26,7.0,0.39,10.0,0.22,34.19,78.5,15.29
2024-07-15 19:45:35,1,24.2,False,5000,0.4,1.0,2.49,48.45,63,13.39,14,109.52,180.98,15.0,0.4,100.0,0.22,28.41,80.03,22.58
2024-07-15 19:45:45,2,26.64,False,5000,0.18,0.85,3.02,43.0,61.1,6.78,26,79.18,0.65,7.0,0.51,7.5,0.22,44.12,71.74,27.19
2024-07-15 19:45:59,1,16.94,False,5000,3.23,0.92,2.11,42.77,50,15.53,14,120.57,62.85,15.0,0.54,82.5,0.22,29.05,61.82,27.05
2024-07-15 19:46:09,2,25.54,False,5000,0.23,0.8,8.32,46.23,72,7.76,22,94.6,0.22,7.0,0.39,10.0,0.22,24.17,77.18,27.3
2024-07-15 19:46:23,0,17.7,False,1000,0.75,0.96,5.42,47.94,48.1,0.12,0,120.18,1018.65,25.0,0.41,100.0,0.22,36.11,80.34,60.26
2024-07-15 19:46:34,2,29.34,False,15000,0.33,1.0,4.29,46.89,64.2,7.44,12,113.15,0.22,7.0,0.39,10.0,0.22,29.9,78.6,14.11
2024-07-15 19:46:48,0,13.100000000000001,False,5000,2.65,0.92,3.99,49.29,76.1,26.7,14,117.15,1047.12,25.0,0.51,100.0,0.22,38.99,77.47,15.12
2024-07-15 19:46:58,2,23.380000000000003,False,1000,2.61,0.93,2.64,54.81,49.1,6.74,31,120.15,0.26,7.0,0.44,10.0,0.22,47.51,78.07,16.12
2024-07-15 19:47:12,1,19.94,False,5000,1.33,0.88,4.92,48.29,52,14.78,11,121.57,133.47,15.0,0.41,97.5,0.22,35.02,74.58,31.29
2024-07-15 19:47:21,2,27.06,True,1000,0.57,0.91,6.17,44.33,61.1,6.79,17,122.92,0.43,7.0,0.41,5.0,0.22,41.58,71.57,33.35
2024-07-15 19:47:35,0,34.96,False,15000,0.42,0.79,5.23,48.95,61.1,7.03,19,117.88,0.26,0.0,0.42,5.0,0.22,32.32,78.9,36.0
2024-07-15 19:47:48,1,10.26,False,5000,0.57,0.64,4.68,47.59,56.6,14.74,12,118.35,93.68,15.0,0.41,87.5,0.22,31.06,78.76,32.42
2024-07-15 19:47:58,2,17.84,False,5000,4.58,0.85,4.51,48.17,53.7,6.96,12,122.72,0.3,7.0,0.47,7.5,0.22,40.71,78.29,31.31
2024-07-15 19:48:13,0,2.9400000000000013,False,1000,11.43,0.79,3.43,50.7,87,25.2,10,108.97,1005.32,25.0,0.34,100.0,0.22,40.58,82.02,14.96
2024-07-15 19:48:24,2,27.0,False,1000,0.4,0.89,4.47,48.67,58.2,6.56,20,115.27,0.17,7.0,0.41,30.0,0.22,35.52,80.61,23.69
2024-07-15 19:48:40,0,15.48,False,1000,2.06,0.98,4.18,50.48,61.1,26.73,13,120.98,1049.04,25.0,0.46,100.0,0.22,41.93,83.25,10.81
2024-07-15 19:48:51,2,27.520000000000003,False,1000,1.04,0.98,2.68,48.16,46.3,6.51,16,121.15,0.27,7.0,0.5,17.5,0.22,36.29,58.98,17.59
2024-07-15 19:49:03,1,23.1,False,1000,0.85,0.99,4.73,49.04,47.3,19.5,8,104.73,0.25,15.0,0.41,35.0,0.22,38.53,82.26,19.93
2024-07-15 19:49:16,1,24.580000000000002,False,5000,0.01,0.98,2.6,46.16,57.4,17.72,8,84.82,143.57,15.0,0.26,100.0,0.22,23.58,78.47,30.81
2024-07-15 19:49:27,2,28.64,False,5000,0.28,0.96,2.06,49.97,60,6.58,19,106.9,0.23,7.0,0.0,7.5,0.22,34.56,81.27,26.61
2024-07-15 19:49:41,0,18.200000000000003,False,1000,0.2,0.93,5.02,46.54,58.5,42.55,10,116.65,1013.1,25.0,0.43,100.0,0.22,38.56,77.41,20.27
2024-07-15 19:49:51,2,27.96,False,5000,0.22,0.92,4.73,47.69,48,7.68,18,124.57,0.42,7.0,0.51,2.5,0.22,37.37,77.52,21.76
2024-07-15 19:50:04,1,22.340000000000003,False,15000,0.13,0.88,6.88,48.28,55.6,14.12,22,120.8,79.53,15.0,0.38,92.5,0.22,25.88,79.82,32.99
2024-07-15 19:50:14,2,29.6,False,5000,0.0,0.98,2.24,50.02,64.7,6.01,23,75.12,0.24,7.0,0.63,7.5,0.22,28.77,85.36,27.98
2024-07-15 19:50:27,1,21.34,False,1000,1.83,1.0,2.42,41.22,69.1,15.5,16,132.55,103.64,15.0,0.66,80.0,0.22,34.26,57.64,33.67
2024-07-15 19:50:37,2,25.54,False,5000,1.93,0.97,2.4,58.33,51.9,7.2,34,121.88,0.27,7.0,0.39,10.0,0.22,35.11,89.5,35.37
2024-07-15 19:50:50,1,21.12,False,1000,1.84,0.99,2.07,47.84,58.2,15.86,27,110.55,91.19,15.0,0.54,95.0,0.22,36.95,65.69,30.53
2024-07-15 19:51:00,2,27.240000000000002,False,5000,0.38,0.9,2.65,56.32,50,7.86,28,124.2,0.23,7.0,0.39,7.5,0.22,77.73,88.89,29.76
2024-07-15 19:51:15,1,23.5,False,1000,0.35,0.96,2.74,56.38,61.1,15.4,16,125.27,235.74,15.0,0.37,100.0,0.22,78.86,88.02,21.92
2024-07-15 19:51:28,1,23.34,False,5000,0.43,0.96,2.75,57.6,58.6,12.62,23,125.0,120.94,15.0,0.37,95.0,0.22,77.91,89.88,14.22
2024-07-15 19:51:42,1,24.740000000000002,False,1000,0.13,1.0,0.97,53.89,87,14.0,23,89.67,209.6,15.0,0.34,100.0,0.22,42.88,89.96,16.16
2024-07-15 19:52:01,0,16.54,False,5000,0.43,0.87,4.25,36.0,85.2,14.32,21,125.13,251.48,0.0,0.39,100.0,0.22,32.35,53.69,14.3
2024-07-15 19:52:11,2,26.659999999999997,False,5000,1.07,0.94,4.19,28.17,46,7.23,17,127.42,0.3,7.0,0.43,10.0,0.22,29.68,41.96,25.16
2024-07-15 19:52:29,0,16.72,False,5000,0.74,0.91,5.67,35.04,61.8,25.3,16,133.83,1004.96,25.0,0.0,100.0,0.22,22.36,53.31,8.05
2024-07-15 19:52:40,2,24.560000000000002,False,5000,1.22,0.85,5.8,51.22,57.4,7.25,17,134.23,0.25,7.0,0.43,20.0,0.22,28.99,71.38,19.02
2024-07-15 19:52:53,1,-34.4,False,1000,31.4,0.78,2.75,53.43,66,14.49,11,126.63,122.06,15.0,0.46,100.0,0.22,52.85,77.35,27.77
2024-07-15 19:53:14,0,15.739999999999998,False,5000,0.43,0.83,4.06,42.77,68,28.91,19,111.88,1015.18,25.0,0.4,100.0,0.22,26.28,61.46,1.1
2024-07-15 19:53:24,2,6.439999999999998,False,15000,9.98,0.82,3.14,34.74,64.2,7.57,19,117.52,0.24,7.0,0.46,7.5,0.22,31.55,44.8,12.99
2024-07-15 19:53:39,1,7.48,False,1000,9.76,0.85,3.42,37.16,51.9,14.09,14,115.9,283.03,15.0,0.51,100.0,0.22,23.96,54.12,20.6
2024-07-15 19:53:49,2,25.46,False,5000,0.27,0.8,4.22,28.04,61.1,6.76,32,89.2,0.65,7.0,0.38,10.0,0.22,16.7,44.61,24.51
2024-07-15 19:54:02,1,19.880000000000003,False,1000,1.46,0.89,3.17,16.9,63,15.78,21,94.73,47.42,15.0,0.42,80.0,0.22,24.6,24.03,31.38
2024-07-15 19:54:12,2,24.459999999999997,False,1000,2.17,0.94,3.29,47.46,63,6.93,19,92.17,0.26,7.0,0.52,7.5,0.22,28.68,79.58,33.03
2024-07-15 19:54:22,2,27.04,False,1000,0.38,0.89,2.91,47.65,66,7.18,17,102.05,0.2,7.0,0.48,10.0,0.22,33.14,80.39,32.11
2024-07-15 19:54:36,1,23.22,False,15000,0.49,0.96,2.24,47.47,55.6,15.84,10,99.45,0.29,15.0,0.4,87.5,0.22,28.23,79.74,24.38
2024-07-15 19:54:50,1,21.240000000000002,False,1000,1.88,1.0,2.12,48.32,29.1,0.12,0,128.08,221.05,15.0,0.48,100.0,0.22,31.28,66.37,23.32
2024-07-15 19:55:00,2,28.1,False,1000,0.15,0.92,2.17,46.97,82,6.92,28,98.2,0.26,7.0,0.38,5.0,0.22,31.31,76.98,24.42
2024-07-15 19:55:14,1,19.64,False,5000,0.48,0.78,2.34,41.96,66.7,13.57,20,91.25,166.12,15.0,0.21,100.0,0.22,28.5,70.23,29.01
2024-07-15 19:55:24,2,27.580000000000002,False,1000,0.41,0.92,2.65,45.82,50,7.38,22,125.0,0.51,7.0,0.51,5.0,0.22,69.04,63.58,33.36
2024-07-15 19:55:39,0,16.060000000000002,False,1000,1.17,0.92,5.11,55.56,46.3,15.38,5,123.58,1022.97,25.0,0.58,100.0,0.22,35.14,78.57,16.42
2024-07-15 19:55:50,2,27.96,False,15000,0.62,0.96,3.47,48.6,55.6,5.73,20,127.08,0.27,7.0,0.57,17.5,0.22,54.01,69.49,20.8
2024-07-15 19:56:05,1,20.939999999999998,False,1000,0.03,0.8,3.01,40.93,59.3,12.4,12,118.43,214.09,15.0,0.42,100.0,0.22,84.66,58.49,19.48
2024-07-15 19:56:19,1,21.5,False,1000,0.75,0.9,2.58,47.35,64.2,13.85,18,125.97,180.61,15.0,0.57,100.0,0.22,70.56,66.18,14.7
2024-07-15 19:56:37,0,18.119999999999997,False,1000,0.44,0.95,2.46,44.29,68,14.18,21,122.5,100.4,0.0,0.65,100.0,0.22,54.33,69.9,14.75
2024-07-15 19:56:47,2,26.7,False,5000,0.25,0.86,2.18,41.77,57.4,6.37,27,124.55,0.32,7.0,0.42,7.5,0.22,50.58,63.21,28.67
2024-07-15 19:56:57,2,27.98,False,1000,0.91,0.99,3.69,45.63,60,7.44,28,103.07,0.26,7.0,0.52,10.0,0.22,32.95,76.39,37.11
2024-07-15 19:57:15,0,18.88,False,1000,0.16,0.96,3.08,47.5,64.7,25.48,16,115.0,1005.61,25.0,0.47,100.0,0.22,48.08,77.37,7.61
2024-07-15 19:57:27,2,29.340000000000003,False,1000,0.13,0.98,5.75,58.86,51.9,6.27,25,121.88,0.27,7.0,0.44,32.5,0.22,40.76,86.62,22.81
2024-07-15 19:57:41,0,12.5,False,1000,1.25,0.75,8.1,44.68,87,28.46,10,125.4,1021.2,25.0,0.62,100.0,0.22,30.14,63.0,16.7
2024-07-15 19:57:52,2,22.96,False,5000,3.12,0.96,4.06,42.43,58.7,7.16,23,120.97,0.19,7.0,0.7,17.5,0.22,59.23,66.24,20.12
2024-07-15 19:58:02,2,25.499999999999996,False,1000,1.65,0.94,3.88,49.18,52.8,5.96,14,131.83,0.28,7.0,0.42,10.0,0.22,47.15,66.83,32.52
2024-07-15 19:58:16,1,21.82,False,15000,0.79,0.92,4.27,46.95,56.9,16.38,17,124.78,168.89,15.0,0.48,100.0,0.22,46.31,69.06,25.52
2024-07-15 19:58:26,2,19.62,False,1000,3.19,0.8,4.51,44.61,56,6.83,23,123.2,0.23,7.0,0.42,7.5,0.22,41.35,68.11,28.23
2024-07-15 19:58:40,0,14.2,False,1000,1.9,0.9,3.48,47.6,66,24.31,14,121.42,324.61,25.0,0.65,100.0,0.22,52.25,71.31,18.82
2024-07-15 19:58:50,2,-10.899999999999999,False,1000,13.75,0.66,3.41,53.09,54,6.17,11,133.15,0.23,7.0,0.42,15.0,0.22,41.15,71.18,29.3
2024-07-15 19:59:03,1,18.02,False,1000,1.19,0.77,5.33,47.87,52.7,10.54,12,119.13,129.22,15.0,0.38,100.0,0.22,28.69,66.43,31.82
2024-07-15 19:59:13,2,24.04,False,1000,1.18,0.82,5.6,48.01,50,6.67,23,119.78,0.26,7.0,0.37,5.0,0.22,28.31,67.64,30.18
2024-07-15 19:59:28,0,13.579999999999998,False,15000,1.91,0.87,6.26,46.39,77.8,24.98,28,127.5,1030.37,25.0,0.41,100.0,0.22,35.53,67.64,14.62
2024-07-15 19:59:38,2,22.38,False,1000,3.81,1.0,2.65,44.59,54.3,6.8,20,128.42,0.22,7.0,0.58,17.5,0.22,45.13,59.62,20.2
2024-07-15 19:59:49,0,4.5,True,1000,10.55,0.78,2.6,36.1,67.4,25.28,7,84.42,0.23,25.0,0.42,10.0,0.22,24.58,56.89,32.26
2024-07-15 20:00:08,0,18.6,False,5000,0.0,0.93,2.08,37.1,63.6,22.79,10,77.9,1040.34,0.0,0.45,100.0,0.22,21.94,62.9,12.91
2024-07-15 20:00:19,2,27.72,False,5000,0.14,0.9,5.21,43.44,63,7.23,18,164.13,0.27,7.0,0.44,10.0,0.22,18.3,73.1,14.04
2024-07-15 20:00:34,1,18.659999999999997,False,1000,0.37,0.72,3.22,28.08,67.9,14.6,11,138.22,226.38,15.0,1.53,100.0,0.22,53.13,40.36,20.02
2024-07-15 20:00:44,2,24.82,False,1000,0.89,0.83,3.64,47.53,57.4,6.58,20,116.55,0.24,7.0,0.43,10.0,0.22,46.91,71.84,26.21
2024-07-15 20:00:58,1,19.92,False,5000,1.14,0.86,5.28,32.79,66,14.29,19,110.13,92.82,15.0,0.41,97.5,0.22,19.12,47.88,25.72
2024-07-15 20:01:08,2,24.560000000000002,False,1000,0.42,0.77,6.41,29.56,45.1,5.73,19,131.47,0.26,7.0,0.2,10.0,0.22,17.21,44.56,26.86
2024-07-15 20:01:23,0,15.860000000000003,False,15000,0.17,0.81,5.99,42.73,58.7,24.75,9,125.75,1020.42,25.0,0.25,100.0,0.22,20.86,62.92,15.18
2024-07-15 20:01:33,2,26.54,False,15000,0.23,0.85,4.52,39.77,66,7.07,13,127.05,0.39,7.0,0.26,10.0,0.22,26.82,61.63,21.9
2024-07-15 20:01:51,0,20.0,False,1000,0.0,1.0,1.29,51.94,57.4,24.64,9,75.3,1005.71,25.0,0.0,100.0,0.22,25.33,88.85,8.52
2024-07-15 20:02:01,2,27.020000000000003,False,1000,1.39,0.99,2.12,48.79,54.9,6.53,20,97.05,0.26,7.0,0.42,17.5,0.22,27.74,81.66,20.62
2024-07-15 20:02:12,1,19.82,False,15000,2.49,0.99,2.14,47.87,51.9,10.54,13,101.67,0.24,15.0,0.38,42.5,0.22,31.93,79.23,30.4
2024-07-15 20:02:23,1,34.7,False,5000,0.05,0.99,2.59,47.87,64.8,14.69,14,119.53,0.23,15.0,0.44,5.0,0.22,28.73,78.97,22.95
2024-07-15 20:02:38,0,18.279999999999998,False,1000,0.26,0.94,2.22,45.14,55.6,24.08,18,87.53,1004.38,25.0,0.42,100.0,0.22,45.24,75.45,2.99
2024-07-15 20:02:47,2,26.66,False,1000,1.17,0.95,2.46,42.24,50.8,6.67,24,113.17,0.24,7.0,0.48,5.0,0.22,29.31,66.2,12.41
2024-07-15 20:03:01,1,18.82,False,1000,2.09,0.9,6.75,48.53,61.1,15.14,23,109.45,138.98,15.0,0.52,97.5,0.22,27.0,75.09,29.16
2024-07-15 20:03:10,2,28.5,False,1000,0.65,0.99,4.59,47.5,58.5,7.4,30,120.35,0.42,7.0,0.4,5.0,0.22,38.22,79.45,33.91
2024-07-15 20:03:25,1,22.94,False,5000,0.83,0.98,4.98,45.27,60.4,15.57,18,120.87,195.56,15.0,0.23,100.0,0.22,29.73,75.22,22.36
2024-07-15 20:03:35,2,28.04,False,1000,0.98,1.0,4.44,48.98,57.4,7.23,28,119.32,0.28,7.0,0.46,7.5,0.22,38.23,82.2,26.33
2024-07-15 20:03:50,0,18.7,False,1000,0.35,0.97,4.26,49.23,52.8,26.9,6,113.32,1004.06,25.0,0.41,100.0,0.22,42.9,81.35,17.65
2024-07-15 20:04:00,2,27.119999999999997,False,5000,1.14,0.97,4.64,47.33,73.6,7.06,23,119.33,0.57,7.0,0.41,10.0,0.22,34.61,74.03,14.72
2024-07-15 20:04:18,0,16.24,False,1000,0.48,0.86,4.06,44.97,69.1,23.41,19,108.92,994.07,25.0,0.43,100.0,0.22,38.12,73.82,8.12
2024-07-15 20:04:44,0,16.700000000000003,False,1000,0.45,0.88,5.67,48.38,77.8,22.73,11,119.62,1015.46,0.0,0.45,100.0,0.22,36.07,80.12,1.02
2024-07-15 20:04:54,2,25.28,False,1000,0.26,0.79,3.3,48.15,50.9,7.67,27,121.4,0.31,7.0,0.43,10.0,0.22,49.91,78.29,14.57
2024-07-15 20:05:08,1,23.479999999999997,False,5000,0.16,0.94,3.14,47.13,66,14.12,15,119.83,161.27,15.0,0.4,100.0,0.22,36.12,77.57,24.57
2024-07-15 20:05:18,2,8.720000000000002,False,1000,8.74,0.81,3.49,48.16,57.4,7.43,22,117.05,0.28,7.0,0.51,12.5,0.22,46.67,76.55,32.27
2024-07-15 20:05:31,1,14.240000000000002,False,1000,4.88,0.95,3.14,48.38,55.6,15.56,16,113.78,112.42,15.0,0.46,100.0,0.22,41.42,70.54,31.06
2024-07-15 20:05:41,2,25.560000000000002,False,1000,0.12,0.79,6.07,49.24,53.7,7.29,25,111.25,0.3,7.0,0.4,7.5,0.22,29.56,81.84,31.28
2024-07-15 20:05:55,1,22.3,False,5000,1.25,0.99,2.74,50.13,52.7,16.0,14,114.75,77.75,15.0,0.43,95.0,0.22,45.67,82.42,27.53
2024-07-15 20:06:05,2,27.240000000000002,False,5000,1.38,1.0,2.23,49.46,59.3,5.85,12,127.53,0.39,7.0,0.47,7.5,0.22,39.07,76.99,27.79
2024-07-15 20:06:20,0,19.0,False,15000,0.0,0.95,3.09,48.66,55.6,21.83,10,80.62,1045.88,25.0,0.42,100.0,0.22,24.79,83.18,11.98
2024-07-15 20:06:30,2,28.5,False,5000,0.05,0.93,2.39,41.79,60.9,7.14,24,93.63,0.25,7.0,0.39,10.0,0.22,23.02,70.47,14.85
2024-07-15 20:06:43,1,22.96,False,1000,0.22,0.92,4.03,47.41,59.3,15.03,15,111.2,74.76,15.0,0.42,90.0,0.22,34.6,78.45,33.33
2024-07-15 20:06:53,2,26.5,False,5000,0.85,0.91,3.39,50.54,57.4,7.01,13,124.92,0.44,7.0,0.4,7.5,0.22,35.64,82.47,32.26
2024-07-15 20:07:07,0,17.1,False,5000,5.65,0.92,3.61,49.85,59.3,34.36,9,125.32,1003.56,25.0,0.42,100.0,0.22,40.45,79.31,23.29
2024-07-15 20:07:17,2,26.560000000000002,False,1000,0.12,0.84,3.38,50.83,50.9,8.66,12,113.97,0.5,7.0,0.33,10.0,0.22,31.4,82.03,28.39
2024-07-15 20:07:27,2,26.42,False,1000,0.39,0.86,3.39,55.17,46,5.19,25,105.83,0.21,7.0,0.45,10.0,0.22,31.67,88.94,33.3
2024-07-15 20:07:41,1,20.82,False,15000,1.79,0.97,2.4,58.67,55.6,12.16,12,122.05,129.13,15.0,0.44,100.0,0.22,35.69,89.77,24.37
2024-07-15 20:07:51,2,26.22,False,15000,0.99,0.91,2.39,47.01,52.7,7.64,29,117.97,0.24,7.0,0.58,2.5,0.22,36.69,67.68,27.71
2024-07-15 20:08:06,0,19.02,False,1000,0.09,0.96,2.64,48.39,41.8,15.27,6,122.4,1039.6,25.0,0.51,100.0,0.22,97.01,73.91,19.56
2024-07-15 20:08:16,2,27.14,False,15000,1.43,1.0,2.75,46.62,72.2,7.62,20,123.72,0.23,7.0,0.59,17.5,0.22,69.32,68.16,19.87
2024-07-15 20:08:31,1,21.64,False,5000,0.48,0.88,2.77,57.47,72,16.0,11,124.87,283.74,15.0,0.35,100.0,0.22,76.82,89.71,21.5
